id,title,author,year,total_weeks,first_week,debut_rank,best_rank,author_count,author_first_name,author_last_name,author_gender,author_race
2099,HAPPY BIRTHDAY,Danielle Steel,2011,3,2011-08-07,3,3,1,['Danielle'],['Steel'],['F'],['white']
21,15TH AFFAIR,James Patterson and Maxine Paetro,2016,7,2016-05-22,1,1,2,"['James', 'Maxine']","['Patterson', 'Paetro']","['M', 'F']","['white', None]"
210,A RULING PASSION,Judith Michael,1990,11,1990-01-21,8,2,1,['Judith'],['Michael'],['F'],['white']
2100,HAPPY RETURN,Angela Mackail Thirkell,1952,3,1952-10-12,13,13,1,['Angela'],['Thirkell'],['F'],[None]
2101,HAPPY TO BE HERE,Garrison Keillor,1982,3,1982-03-28,14,12,1,['Garrison'],['Keillor'],['M'],['white']
2102,HARD EIGHT,Janet Evanovich,2002,5,2002-07-07,1,1,1,['Janet'],['Evanovich'],['F'],['white']
2103,HARD TIME,Sara Paretsky,1999,4,1999-10-03,13,11,1,['Sara'],['Paretsky'],['F'],[None]
2104,HARD TRUTH,Nevada Barr,2005,1,2005-04-17,14,14,1,['Nevada'],['Barr'],['F'],['white']
2105,HARDBALL,Sara Paretsky,2009,1,2009-10-11,9,9,1,['Sara'],['Paretsky'],['F'],[None]
2106,HARDCORE TWENTY-FOUR,Janet Evanovich,2017,6,2017-12-03,2,2,1,['Janet'],['Evanovich'],['F'],['white']
2107,HARDY PERENNIAL,Helen Hull,1933,2,1933-03-06,3,3,1,['Helen'],['Hull'],['F'],['white']
2108,HARLEQUIN,Morris West,1974,20,1974-10-27,10,7,1,['Morris'],['West'],['M'],['white']
2109,HARLEQUIN HOUSE,Margery Sharp,1939,1,1939-05-01,4,4,1,['Margery'],['Sharp'],['F'],['white']
211,A SALTY PIECE OF LAND,Jimmy Buffett,2004,11,2004-12-19,3,3,1,['Jimmy'],['Buffett'],['M'],['white']
2110,HARLOT'S GHOST,Norman Mailer,1991,4,1991-10-20,14,12,1,['Norman'],['Mailer'],['M'],['white']
2111,HARM'S WAY,James E. Bassett,1963,4,1963-01-06,12,12,1,['James'],['Bassett'],['M'],['white']
2112,HARMFUL INTENT,Robin Cook,1990,8,1990-01-14,15,4,1,['Robin'],['Cook'],['F'],['white']
2113,HARRIET,Elizabeth Jenkins,1934,2,1934-04-02,8,8,1,['Elizabeth'],['Jenkins'],['F'],['white']
2114,HARROW THE NINTH,Tamsyn Muir,2020,1,2020-08-23,9,9,1,['Tamsyn'],['Muir'],['F'],['white']
2115,HARRY OF MONMOUTH,A.M. Maughan,1956,10,1956-04-15,16,11,1,['A.M.'],['Maughan'],[None],['white']
2116,HARRY POTTER AND THE CHAMBER OF SECRETS,J. K. Rowling,1999,57,1999-06-20,1,1,1,['J.'],['Rowling'],['M'],['white']
2117,HARRY POTTER AND THE PRISONER OF AZKABAN,J. K. Rowling,1999,43,1999-09-26,1,1,1,['J.'],['Rowling'],['M'],['white']
2118,HARRY POTTER AND THE SORCERER'S STONE,J. K. Rowling,1998,82,1998-12-27,16,1,1,['J.'],['Rowling'],['M'],['white']
2119,HARVEST,Tess Gerritsen,1996,1,1996-09-22,13,13,1,['Tess'],['Gerritsen'],['F'],['white']
212,A SEASON IN HELL,Jack Higgins,1989,10,1989-01-22,9,4,1,['Jack'],['Higgins'],['M'],['white']
2120,HARVEST HOME,Thomas Tryon,1973,18,1973-07-15,5,4,1,['Thomas'],['Tryon'],['M'],['white']
2121,HAUNTED,Chuck Palahniuk,2005,6,2005-05-22,10,8,1,['Chuck'],['Palahniuk'],['M'],[None]
2122,HAUNTED,James Patterson and James O. Born,2017,6,2017-10-08,4,4,2,"['James', 'James']","['Patterson', 'Born']","['M', 'M']","['white', 'white']"
2123,HAUSFRAU,Jill Alexander Essbaum,2015,1,2015-04-05,16,16,1,['Jill'],['Essbaum'],['F'],[None]
2124,HAVANA STORM,Clive Cussler and Dirk Cussler,2014,3,2014-11-16,4,4,2,"['Clive', 'Dirk']","['Cussler', 'Cussler']","['M', 'M']","[None, None]"
2125,HAVEN,Kay Hooper,2012,1,2012-08-19,13,13,1,['Kay'],['Hooper'],['F'],['white']
2126,HAWAII,James A. Michener,1959,94,1959-11-22,15,1,1,['James'],['Michener'],['M'],['white']
2127,HAZARDOUS DUTY,W. E. B. Griffin and William E. Butterworth IV,2014,1,2014-01-26,6,6,2,"['W.', 'William']","['Griffin', 'IV']","[None, 'M']","['white', 'api']"
2128,HAZARDOUS DUTY,W.E.B. Griffin and William E. Butterworth IV,2014,1,2014-01-19,3,3,2,"['W.E.B.', 'William']","['Griffin', 'IV']","[None, 'M']","['white', 'api']"
2129,HE SEES YOU WHEN YOU'RE SLEEPING,Mary Higgins Clark and Carol Higgins Clark,2001,7,2001-12-09,7,4,2,"['Mary', 'Carol']","['Clark', 'Clark']","['F', 'F']","['white', 'white']"
213,A SEASON IN PURGATORY,Dominick Dunne,1993,9,1993-05-02,5,5,1,['Dominick'],['Dunne'],['M'],['white']
2130,HE SENT FORTH A RAVEN,Elizabeth Madox Roberts,1935,1,1935-04-08,7,7,1,['Elizabeth'],['Roberts'],['F'],['white']
2131,HE SHALL THUNDER IN THE SKY,Elizabeth Peters,2000,3,2000-05-21,13,13,1,['Elizabeth'],['Peters'],['F'],['white']
2132,HEAD TIDE,Joseph C. Lincoln,1932,1,1932-08-15,3,3,1,['Joseph'],['Lincoln'],['M'],['white']
2133,HEADS YOU WIN,Jeffrey Archer,2018,1,2018-11-25,15,15,1,['Jeffrey'],['Archer'],['M'],['white']
2134,HEARKEN UNTO THE VOICE,Franz Werfel,1938,2,1938-03-07,6,6,1,['Franz'],['Werfel'],['M'],['white']
2135,HEART AND SOUL,Maeve Binchy,2009,6,2009-03-08,3,3,1,['Maeve'],['Binchy'],['F'],[None]
2136,HEART OF A WARRIOR,Johanna Lindsey,2001,2,2001-05-13,9,9,1,['Johanna'],['Lindsey'],['F'],['white']
2137,HEART OF THE MATTER,Emily Giffin,2010,5,2010-05-30,2,2,1,['Emily'],['Giffin'],['F'],['white']
2138,HEART-SHAPED BOX,Joe Hill,2007,7,2007-03-04,10,6,1,['Joe'],['Hill'],['M'],['white']
2139,HEARTBEAT,Danielle Steel,1991,19,1991-02-24,1,1,1,['Danielle'],['Steel'],['F'],['white']
214,A SEASON OF MISTS,Honor Tracy,1961,1,1961-08-27,14,14,1,['Honor'],['Tracy'],['F'],['white']
2140,HEARTBREAK HOTEL,Jonathan Kellerman,2017,4,2017-03-05,4,4,1,['Jonathan'],['Kellerman'],['M'],['white']
2141,HEARTBREAKER,Julie Garwood,2000,6,2000-07-16,7,3,1,['Julie'],['Garwood'],['F'],['white']
2142,HEARTBURN,Nora Ephron,1983,29,1983-05-01,9,3,1,['Nora'],['Ephron'],['F'],['black']
2143,HEARTLESS,Diana Palmer,2009,1,2009-06-14,12,12,1,['Diana'],['Palmer'],['F'],['white']
2144,HEARTS IN ATLANTIS,Stephen King,1999,16,1999-10-03,4,4,1,['Stephen'],['King'],['M'],['white']
2145,HEARTSICK,Chelsea Cain,2007,2,2007-09-23,8,8,1,['Chelsea'],['Cain'],['F'],['white']
2146,HEAT LIGHTNING,Helen Hull,1932,1,1932-05-02,3,3,1,['Helen'],['Hull'],['F'],['white']
2147,HEAT LIGHTNING,John Sandford,2008,5,2008-10-12,2,2,1,['John'],['Sandford'],['M'],['white']
2148,HEAT RISES,Richard Castle,2011,3,2011-10-09,1,1,1,['Richard'],['Castle'],['M'],['white']
2149,HEAT WAVE,Richard Castle,2009,5,2009-11-01,11,6,1,['Richard'],['Castle'],['M'],['white']
215,A SECOND-HAND LIFE,Charles Jackson,1967,8,1967-09-10,8,6,1,['Charles'],['Jackson'],['M'],['black']
2150,HEAVEN AND HELL,John Jakes,1987,20,1987-10-04,8,2,1,['John'],['Jakes'],['M'],['white']
2151,HEAVEN HAS NO FAVORITES,Erich Maria Remarque,1961,2,1961-04-30,15,15,1,['Erich'],['Remarque'],['M'],[None]
2152,HEAVEN HELP US!,Herbert Tarr,1968,13,1968-07-07,10,6,1,['Herbert'],['Tarr'],['M'],['white']
2153,HEAVEN'S MY DESTINATION,Thornton Wilder,1935,12,1935-01-07,4,1,1,['Thornton'],['Wilder'],['M'],['white']
2154,HEIR TO THE EMPIRE,Timothy Zahn,1991,19,1991-05-26,11,1,1,['Timothy'],['Zahn'],['M'],['white']
2155,HEIRESS,Janet Dailey,1987,16,1987-05-17,13,4,1,['Janet'],['Dailey'],['F'],['white']
2156,HELENA,Evelyn Waugh,1950,8,1950-11-05,14,10,1,['Evelyn'],['Waugh'],['F'],['white']
2157,HELL GATE,Linda Fairstein,2010,2,2010-03-28,9,9,1,['Linda'],['Fairstein'],['F'],[None]
2158,HELL'S CORNER,David Baldacci,2010,10,2010-11-28,1,1,1,['David'],['Baldacci'],['M'],['white']
2159,HELL'S FOUNDATIONS QUIVER,David Weber,2015,1,2015-11-01,16,16,1,['David'],['Weber'],['M'],['white']
216,A SECRET AFFAIR,Barbara Taylor Bradford,1996,3,1996-10-27,11,11,1,['Barbara'],['Bradford'],['F'],['white']
2160,"HELLO, DARKNESS",Sandra Brown,2003,4,2003-10-26,5,5,1,['Sandra'],['Brown'],['F'],['white']
2161,"HELLO, SUMMER",Mary Kay Andrews,2020,2,2020-05-24,9,9,1,['Mary'],['Andrews'],['F'],['white']
2162,HEMLOCK AND AFTER,Angus Wilson,1952,3,1952-10-19,15,12,1,['Angus'],['Wilson'],['M'],['white']
2163,HEMLOCK BAY,Catherine Coulter,2001,6,2001-08-26,2,2,1,['Catherine'],['Coulter'],['F'],['white']
2164,HENDERSON THE RAIN KING,Saul Bellow,1959,3,1959-03-15,16,12,1,['Saul'],['Bellow'],['M'],['white']
2165,HER DAUGHTER'S DREAM,Francine Rivers,2010,1,2010-10-03,12,12,1,['Francine'],['Rivers'],['F'],['black']
2166,HER FATHER'S HOUSE,Belva Plain,2002,1,2002-08-18,14,14,1,['Belva'],['Plain'],['F'],['white']
2167,HER FEARFUL SYMMETRY,Audrey Niffenegger,2009,3,2009-10-18,6,6,1,['Audrey'],['Niffenegger'],['F'],['white']
2168,HER MOTHER’S HOPE,Francine Rivers,2010,1,2010-04-04,12,12,1,['Francine'],['Rivers'],['F'],['black']
2169,HER OWN RULES,Barbara Taylor Bradford,1996,5,1996-05-19,12,11,1,['Barbara'],['Bradford'],['F'],['white']
217,A SECRET AFFAIR,Mary Balogh,2010,1,2010-06-06,10,10,1,['Mary'],['Balogh'],['F'],['white']
2170,HERE I AM,Jonathan Safran Foer,2016,4,2016-09-25,7,7,1,['Jonathan'],['Foer'],['M'],[None]
2171,HERE LIES,Dorothy Parker,1939,5,1939-05-15,4,4,1,['Dorothy'],['Parker'],['F'],['white']
2172,HERE TODAY AND GONE TOMORROW,Louis Bromfield,1934,1,1934-04-16,8,8,1,['Louis'],['Bromfield'],['M'],['white']
2173,HERE'S TO US,Elin Hilderbrand,2016,6,2016-07-03,5,3,1,['Elin'],['Hilderbrand'],['F'],['white']
2174,HERETICS OF DUNE,Frank Herbert,1984,20,1984-04-08,13,3,1,['Frank'],['Herbert'],['M'],['white']
2175,HERITAGE,Anthony West,1955,7,1955-10-23,16,11,1,['Anthony'],['West'],['M'],['white']
2176,HEROES ARE MY WEAKNESS,Susan Elizabeth Phillips,2014,1,2014-09-14,14,14,1,['Susan'],['Phillips'],['F'],['white']
2177,HEROES OF THE FRONTIER,Dave Eggers,2016,1,2016-08-14,8,8,1,['Dave'],['Eggers'],['M'],['white']
2178,HERZOG,Saul Bellow,1964,42,1964-10-11,10,1,1,['Saul'],['Bellow'],['M'],['white']
2179,"HEY, GOOD LOOKING",Fern Michaels,2006,1,2006-04-23,12,12,1,['Fern'],['Michaels'],['F'],['white']
218,A SECRET KEPT,Tatiana de Rosnay,2010,1,2010-10-03,14,14,1,['Tatiana'],['Rosnay'],['F'],[None]
2180,HEYDAY,Kurt Andersen,2007,1,2007-04-01,13,13,1,['Kurt'],['Andersen'],['M'],['white']
2181,HIDDEN ORDER,Brad Thor,2013,5,2013-07-28,2,2,1,['Brad'],['Thor'],['M'],['api']
2182,HIDDEN PASSIONS,Alice Alfonsi,2001,7,2001-02-11,8,4,1,['Alice'],['Alfonsi'],['F'],['white']
2183,HIDDEN PREY,John Sandford,2004,5,2004-05-30,2,2,1,['John'],['Sandford'],['M'],['white']
2184,HIDE,Lisa Gardner,2007,3,2007-02-18,9,9,1,['Lisa'],['Gardner'],['F'],['white']
2185,HIDE & SEEK,James Patterson,1996,7,1996-01-14,11,6,1,['James'],['Patterson'],['M'],['white']
2186,HIDEAWAY,Dean R. Koontz,1992,10,1992-01-26,2,1,1,['Dean'],['Koontz'],['M'],['white']
2187,HIDEAWAY,Nora Roberts,2020,5,2020-06-14,2,2,1,['Nora'],['Roberts'],['F'],['white']
2188,HIGH COUNTRY,Nevada Barr,2004,3,2004-02-29,13,12,1,['Nevada'],['Barr'],['F'],['white']
2189,HIGH DRUID OF SHANNARA: Jarka Ruus,Terry Brooks,2003,4,2003-09-14,3,3,1,['Terry'],['Brooks'],['M'],['white']
219,A SENSE OF VALUES,Sloan Wilson,1961,10,1961-01-15,14,10,1,['Sloan'],['Wilson'],['F'],['white']
2190,HIGH DRUID OF SHANNARA: STRAKEN,Terry Brooks,2005,3,2005-09-25,5,5,1,['Terry'],['Brooks'],['M'],['white']
2191,HIGH DRUID OF SHANNARA: TANEQUIL,Terry Brooks,2004,3,2004-09-19,7,7,1,['Terry'],['Brooks'],['M'],['white']
2192,HIGH FIVE,Janet Evanovich,1999,2,1999-07-11,13,13,1,['Janet'],['Evanovich'],['F'],['white']
2193,HIGH HEARTS,Rita Mae Brown,1986,5,1986-05-18,12,12,1,['Rita'],['Brown'],['F'],['white']
2194,HIGH JINX,William F. Buckley Jr,1986,3,1986-04-20,10,10,1,['William'],['Jr'],['M'],['white']
2195,HIGH JINX,William F. Buckley Jr.,1986,1,1986-04-13,15,15,1,['William'],['Jr.'],['M'],['white']
2196,HIGH NOON,Nora Roberts,2007,6,2007-07-29,2,2,1,['Nora'],['Roberts'],['F'],['white']
2197,HIGH PROFILE,Robert B. Parker,2007,5,2007-02-25,4,4,1,['Robert'],['Parker'],['M'],['white']
2198,HIGH TIDE,Jude Deveraux,1999,3,1999-11-14,14,14,1,['Jude'],['Deveraux'],['M'],['white']
2199,HIGH TOWERS,Thomas B. Costain,1949,18,1949-01-23,6,3,1,['Thomas'],['Costain'],['M'],['white']
22,16TH SEDUCTION,James Patterson and Maxine Paetro,2017,7,2017-05-21,1,1,2,"['James', 'Maxine']","['Patterson', 'Paetro']","['M', 'F']","['white', None]"
220,A SEPARATE PEACE,John Knowles,1960,2,1960-03-27,16,16,1,['John'],['Knowles'],['M'],['white']
2200,HIGH VALLEY,Charmian Clift And George Johnston,1950,10,1950-06-25,14,12,1,['Charmian'],['Johnston'],['F'],['white']
2201,HILL OF THE HAWK,Scott O'Dell,1947,4,1947-11-02,15,15,1,['Scott'],"[""O'Dell""]",['M'],[None]
2202,HILL TOWNS,Anne Rivers Siddons,1993,7,1993-07-11,12,11,1,['Anne'],['Siddons'],['F'],['white']
2203,HIM WITH HIS FOOT IN HIS MOUTH AND OTHER STORIES,Saul Bellow,1984,8,1984-06-17,12,12,1,['Saul'],['Bellow'],['M'],['white']
2204,HIMALAYAN ASSIGNMENT,Francis Van Wyck Mason,1952,4,1952-02-24,12,12,1,['Francis'],['Mason'],['M'],['white']
2205,HIPPIE,Paulo Coelho,2018,1,2018-10-14,15,15,1,['Paulo'],['Coelho'],['M'],['white']
2206,HISTORY OF WHITE BEN,Clemence Dane,1939,1,1939-09-11,6,6,1,['Clemence'],['Dane'],['F'],['white']
2207,HIT LIST,Laurell K. Hamilton,2011,2,2011-06-26,1,1,1,['Laurell'],['Hamilton'],['F'],['white']
2208,HOCUS POCUS,Kurt Vonnegut,1990,7,1990-09-23,6,4,1,['Kurt'],['Vonnegut'],['M'],[None]
2209,HOLD BACK THE NIGHT,Pat Frank,1952,9,1952-04-06,12,7,1,['Pat'],['Frank'],['F'],['white']
221,A SERPENT'S TOOTH,Craig Johnson,2013,1,2013-06-23,16,16,1,['Craig'],['Johnson'],['M'],['white']
2210,HOLD THE DREAM,Barbara Taylor Bradford,1985,19,1985-05-19,8,1,1,['Barbara'],['Bradford'],['F'],['white']
2211,HOLD TIGHT,Harlan Coben,2008,5,2008-05-04,1,1,1,['Harlan'],['Coben'],['M'],['white']
2212,HOLDFAST GAINES,Odell Shepard and Willard Shepard,1946,15,1946-12-08,12,5,2,"['Odell', 'Willard']","['Shepard', 'Shepard']","['M', 'M']","['white', 'white']"
2213,HOLLYWOOD,Gore Vidal,1990,4,1990-02-18,9,9,1,['Gore'],['Vidal'],[None],['hispanic']
2214,HOLLYWOOD CROWS,Joseph Wambaugh,2008,2,2008-04-13,5,5,1,['Joseph'],['Wambaugh'],['M'],['white']
2215,HOLLYWOOD HUSBANDS,Jackie Collins,1986,17,1986-10-19,3,3,1,['Jackie'],['Collins'],['F'],['white']
2216,HOLLYWOOD KIDS,Jackie Collins,1994,3,1994-10-02,14,10,1,['Jackie'],['Collins'],['F'],['white']
2217,HOLLYWOOD WIVES,Jackie Collins,1983,28,1983-08-07,8,4,1,['Jackie'],['Collins'],['F'],['white']
2218,HOLLYWOOD WIVES -- THE NEW GENERATION,Jackie Collins,2001,3,2001-07-08,6,5,1,['Jackie'],['Collins'],['F'],['white']
2219,HOLLYWOOD WIVES -- The New Generation,Jackie Collins,2001,2,2001-07-29,11,11,1,['Jackie'],['Collins'],['F'],['white']
222,A SHADE OF DIFFERENCE,Allen Drury,1962,25,1962-10-07,9,1,1,['Allen'],['Drury'],['M'],['white']
2220,HOLY COW,David Duchovny,2015,1,2015-03-01,16,16,1,['David'],['Duchovny'],['M'],[None]
2221,"HOLY DEADLOCK,  by A. P. Herbert. (Doubleday, Doran.) ",,1934,4,1934-08-13,5,4,1,['David'],['Duchovny'],['M'],[None]
2222,HOLY GHOST,John Sandford,2018,4,2018-10-28,2,2,1,['John'],['Sandford'],['M'],['white']
2223,HOME,Harlan Coben,2016,7,2016-10-09,1,1,1,['Harlan'],['Coben'],['M'],['white']
2224,HOME,Marilynne Robinson,2008,2,2008-09-21,13,13,1,['Marilynne'],['Robinson'],['F'],['white']
2225,HOME,Toni Morrison,2012,4,2012-05-27,9,9,1,['Toni'],['Morrison'],['F'],['white']
2226,HOME BEFORE DARK,Riley Sager,2020,1,2020-07-19,8,8,1,['Riley'],['Sager'],['F'],['white']
2227,HOME FOR THE HOLIDAYS,Johanna Lindsey,2000,2,2000-11-05,13,13,1,['Johanna'],['Lindsey'],['F'],['white']
2228,HOME FROM THE HILL,William Humphrey,1958,8,1958-03-02,14,13,1,['William'],['Humphrey'],['M'],['white']
2229,HOME FRONT,Kristin Hannah,2012,5,2012-02-19,1,1,1,['Kristin'],['Hannah'],['F'],['white']
223,A SHIVER OF LIGHT,Laurell K. Hamilton,2014,1,2014-06-22,5,5,1,['Laurell'],['Hamilton'],['F'],['white']
2230,HOME FRONT,Patti Davis with Maureen Strange Foster,1986,9,1986-03-30,9,6,1,['Patti'],['Foster'],['F'],['white']
2231,HOME SAFE,Elizabeth Berg,2009,1,2009-05-17,14,14,1,['Elizabeth'],['Berg'],['F'],['white']
2232,HOME SONG,LaVyrle Spencer,1995,7,1995-02-12,12,6,1,['LaVyrle'],['Spencer'],[None],['white']
2233,HOME TO HOLLY SPRINGS,Jan Karon,2007,8,2007-11-18,3,3,1,['Jan'],['Karon'],['F'],['white']
2234,HOME TOWN,Cleveland Amory,1950,6,1950-01-29,15,12,1,['Cleveland'],['Amory'],['M'],['white']
2235,HOMEGOING,Yaa Gyasi,2016,1,2016-06-26,15,15,1,['Yaa'],['Gyasi'],['F'],['black']
2236,HOMELAND,John Jakes,1993,2,1993-07-18,15,15,1,['John'],['Jakes'],['M'],['white']
2237,HOMEPORT,Nora Roberts,1998,6,1998-04-05,5,4,1,['Nora'],['Roberts'],['F'],['white']
2238,HOMER & LANGLEY,E. L. Doctorow,2009,3,2009-09-20,7,7,1,['E.'],['Doctorow'],[None],[None]
2239,HOMEWARD BORNE,Ruth Chatterton,1950,23,1950-05-28,12,5,1,['Ruth'],['Chatterton'],['F'],['white']
224,A SHOOTING STAR,Wallace Stegner,1961,11,1961-06-11,12,7,1,['Wallace'],['Stegner'],['M'],['white']
2240,HONEY IN THE HORN,H. L. Davis,1935,11,1935-09-02,5,3,1,['H.'],['Davis'],['M'],['white']
2241,HONEYMOON,James Patterson and Howard Roughan,2005,9,2005-03-06,1,1,2,"['James', 'Howard']","['Patterson', 'Roughan']","['M', 'M']","['white', 'white']"
2242,HONG KONG,Stephen Coonts,2000,1,2000-10-01,15,15,1,['Stephen'],['Coonts'],['M'],['white']
2243,HONOR AMONG THIEVES,Jeffrey Archer,1993,8,1993-07-18,10,5,1,['Jeffrey'],['Archer'],['M'],['white']
2244,HONOR BOUND,Sandra Brown,2002,1,2002-03-31,13,13,1,['Sandra'],['Brown'],['F'],['white']
2245,HONOR BOUND,W.E.B. Griffin,1994,7,1994-01-30,6,6,1,['W.E.B.'],['Griffin'],[None],['white']
2246,HONOR THYSELF,Danielle Steel,2008,4,2008-03-16,6,5,1,['Danielle'],['Steel'],['F'],['white']
2247,HOOLIGANS,William Diehl,1984,1,1984-07-22,14,14,1,['William'],['Diehl'],['M'],['white']
2248,HOPE OF HEAVEN,John O'Hara,1938,5,1938-04-04,6,4,1,['John'],"[""O'Hara""]",['M'],[None]
2249,HOPE THROUGH HEARTSONGS,written and illustrated by Mattie J. T. Stepanek,2002,5,2002-04-14,14,9,1,['Mattie'],['Stepanek'],['F'],['white']
225,A SHOWER OF SUMMER DAYS,May Sarton,1952,1,1952-12-14,16,16,1,['May'],['Sarton'],['F'],[None]
2250,HOPE TO DIE,James Patterson,2014,11,2014-12-14,1,1,1,['James'],['Patterson'],['M'],['white']
2251,HOPE TO DIE,Lawrence Block,2001,1,2001-11-04,16,16,1,['Lawrence'],['Block'],['M'],['white']
2252,HORN OF AFRICA,Philip Caputo,1981,1,1981-01-11,15,15,1,['Philip'],['Caputo'],['M'],['white']
2253,HORNBLOWER AND THE ATROPOS,C.S. Forester,1953,2,1953-10-04,16,13,1,['C.S.'],['Forester'],[None],['white']
2254,HORNBLOWER AND THE HOTSPUR,C.S. Forester,1962,9,1962-09-02,13,6,1,['C.S.'],['Forester'],[None],['white']
2255,HORNET FLIGHT,Ken Follett,2002,8,2002-12-22,6,5,1,['Ken'],['Follett'],['M'],['white']
2256,HORNET'S NEST,Patricia Cornwell,1997,11,1997-02-02,1,1,1,['Patricia'],['Cornwell'],['F'],['white']
2257,HORNS,Joe Hill,2010,2,2010-03-07,10,10,1,['Joe'],['Hill'],['M'],['white']
2258,HORNSTEIN'S BOY,Robert Traver,1962,13,1962-04-22,13,8,1,['Robert'],['Traver'],['M'],['white']
2259,HORSE HEAVEN,Jane Smiley,2000,5,2000-04-23,14,12,1,['Jane'],['Smiley'],['F'],['white']
226,A SINGLE PEBBLE,John Hersey,1956,23,1956-06-24,12,4,1,['John'],['Hersey'],['M'],['white']
2260,HOSTAGE,Robert Crais,2001,4,2001-08-26,10,10,1,['Robert'],['Crais'],['M'],['white']
2261,HOSTAGES,Stefan Heym,1942,2,1942-10-26,5,5,1,['Stefan'],['Heym'],['M'],['white']
2262,HOT FLASHES,Barbara Raskin,1987,11,1987-09-20,13,8,1,['Barbara'],['Raskin'],['F'],['white']
2263,HOT ICE,Nora Roberts,2002,2,2002-08-18,11,11,1,['Nora'],['Roberts'],['F'],['white']
2264,HOT MAHOGANY,Stuart Woods,2008,3,2008-10-12,4,4,1,['Stuart'],['Woods'],['M'],['white']
2265,HOT MONEY,Dick Francis,1988,12,1988-03-13,11,3,1,['Dick'],['Francis'],['M'],['white']
2266,HOT PURSUIT,Stuart Woods,2015,2,2015-04-26,4,4,1,['Stuart'],['Woods'],['M'],['white']
2267,HOT PURSUIT,Suzanne Brockmann,2009,1,2009-08-16,7,7,1,['Suzanne'],['Brockmann'],['F'],['white']
2268,HOT SIX,Janet Evanovich,2000,9,2000-07-09,1,1,1,['Janet'],['Evanovich'],['F'],['white']
2269,HOT SPRINGS,Stephen Hunter,2000,2,2000-07-23,16,14,1,['Stephen'],['Hunter'],['M'],['white']
227,A SMALL TOWN IN GERMANY,John le Carré,1968,28,1968-11-10,9,2,1,['John'],['Carré'],['M'],[None]
2270,HOT TARGET,Suzanne Brockmann,2005,1,2005-01-16,10,10,1,['Suzanne'],['Brockmann'],['F'],['white']
2271,HOTEL,Arthur Hailey,1965,46,1965-02-28,10,3,1,['Arthur'],['Hailey'],['M'],['white']
2272,HOTEL DU LAC,Anita Brookner,1985,9,1985-03-17,14,10,1,['Anita'],['Brookner'],['F'],['white']
2273,HOTEL ON THE CORNER OF BITTER AND SWEET,Jamie Ford,2009,2,2009-04-05,15,15,1,['Jamie'],['Ford'],['F'],['white']
2274,HOTEL PASTIS,Peter Mayle,1993,2,1993-11-21,14,14,1,['Peter'],['Mayle'],['M'],['white']
2275,HOTEL TALLYRAND,Paul Hyde Bonner,1953,13,1953-04-26,16,5,1,['Paul'],['Bonner'],['M'],['white']
2276,HOTEL VENDOME,Danielle Steel,2011,3,2011-11-20,4,4,1,['Danielle'],['Steel'],['F'],['white']
2277,HOTHOUSE ORCHID,Stuart Woods,2009,2,2009-10-11,5,5,1,['Stuart'],['Woods'],['M'],['white']
2278,HOTSHOT,Julie Garwood,2013,1,2013-08-25,6,6,1,['Julie'],['Garwood'],['F'],['white']
2279,HOUND-DOG MAN,Fred Gipson,1949,8,1949-01-30,15,12,1,['Fred'],['Gipson'],['M'],['white']
228,A SOLDIER OF THE GREAT WAR,Mark Helprin,1991,6,1991-06-23,14,14,1,['Mark'],['Helprin'],['M'],[None]
2280,HOUR GAME,David Baldacci,2004,6,2004-11-14,1,1,1,['David'],['Baldacci'],['M'],['white']
2281,HOUSE DIVIDED,Ben Ames Williams,1947,40,1947-09-28,4,1,1,['Ben'],['Williams'],['M'],['white']
2282,HOUSE OF EARTH AND BLOOD,Sarah J. Maas,2020,3,2020-03-22,1,1,1,['Sarah'],['Maas'],['F'],['white']
2283,HOUSE OF SPIES,Daniel Silva,2017,6,2017-07-30,1,1,1,['Daniel'],['Silva'],['M'],['hispanic']
2284,HOUSE RULES,Jodi Picoult,2010,9,2010-03-21,1,1,1,['Jodi'],['Picoult'],['F'],[None]
2285,HOW FIRM A FOUNDATION,David Weber,2011,1,2011-10-02,8,8,1,['David'],['Weber'],['M'],['white']
2286,HOW GREEN WAS MY VALLEY,Richard Llewellyn,1940,35,1940-02-19,2,1,1,['Richard'],['Llewellyn'],['M'],['white']
2287,HOW STELLA GOT HER GROOVE BACK,Terry McMillan,1996,21,1996-05-19,1,1,1,['Terry'],['McMillan'],['M'],['white']
2288,HOW THE LIGHT GETS IN,Louise Penny,2013,3,2013-09-15,1,1,1,['Louise'],['Penny'],['F'],['white']
2289,HOW TO BE GOOD,Nick Hornby,2001,1,2001-07-29,14,14,1,['Nick'],['Hornby'],['M'],['white']
229,A SON OF THE CIRCUS,John Irving,1994,9,1994-09-04,10,7,1,['John'],['Irving'],['M'],['white']
2290,HOW TO MAKE AN AMERICAN QUILT,Whitney Otto,1991,8,1991-05-05,12,12,1,['Whitney'],['Otto'],['F'],['white']
2291,HOW TO SAVE YOUR OWN LIFE,Erica Jong,1977,15,1977-04-03,6,5,1,['Erica'],['Jong'],['F'],['api']
2292,HOW TO WALK AWAY,Katherine Center,2018,1,2018-06-03,14,14,1,['Katherine'],['Center'],['F'],['white']
2293,HUGGER MUGGER,Robert B. Parker,2000,4,2000-04-23,9,8,1,['Robert'],['Parker'],['M'],['white']
